Index,Title,Price,Ratings,NumberOfReviews,ASIN,URL,Manufacturer,Description
322,Arctic Hunter Backpack for Men Premium Business Backpack Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Padded Backpack for Men,"₹5,429",4.4,227,B0B6FNPN76,https://www.amazon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_238?crid=2M096C61O4MLT&keywords=bags&qid=1697891926&sprefix=ba%2Caps%2C283&sr=8-238,Not Mentioned,"Arctic HunterArctic Hunter Backpack,Pack the world in your backpackPrevious pageTo create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!Business And College BackpackVisit the StoreBusiness And College BackpackVisit the StoreRecommend BackpackTravel BackpackVisit the StoreRecommend BackpackNew Release- Travel BackpackNew Release -  Backpack 2New - Messenger BagSling Bag & Shoulder BagVisit the StoreNew ReleaseVisit the StoreNew Release - Messenger BagChest BagVisit the StoreNext page"
323,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (ALL) (Grey & A. Blue 212),"₹1,199",4.2,"8,218",B07MJZGXBP,https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B07MJZGXBP/ref=sr_1_239?crid=2M096C61O4MLT&keywords=bags&qid=1697891926&sprefix=ba%2Caps%2C283&sr=8-239,"‎Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055","HEROZ Hammer Unisex Nylon 45 L Travel Laptop BackpackThis grey and blue unisex backpack by Heroz is ergonomically designed for all ages, genders and purposes. Made of PU polyester material, this bag is ideal for use as a college bag, casual backpack, laptop bag or a work bag.SpecificationsHas a carrying capacity of 45 litres, and dimensions of 53 x 33 x 29 centimeters. Weighing at 989 gms, the bag is made out of durable PU coated polyester fabric and double dotted waterproof polyester for protection of all manner.Style and SubstanceThe blue color with grey undertones gives a neutral look and an advantage over excess dust collection. 2 main and an extra compartment provides ample storage space for accessories, electronics, notebooks and stationery. Also comes with bottle mesh pockets on either sides.Comfort FirstThe padded base, back and shoulder straps provide comfort and support for carrying heavy items for a long duration."
324,AUXTER DELUXE Casual School College office Travel Backpack - 18 Design,₹791,4.0,652,B09HNP99YX,https://www.amazon.in/AUXTER-DELUXE-Casual-Backpack-Black/dp/B09HNP99YX/ref=sr_1_240?crid=2M096C61O4MLT&keywords=bags&qid=1697891926&sprefix=ba%2Caps%2C283&sr=8-240,GEE KAY ENTERPRISES,"This AUXTER Deluxe Backpack which comes with 3 spacious compartments to hold all your daily items .Its gives Durable Performance with heavy duty waterproof fabric .It is one of the best backpacks with efficient usage to carry your essentials ,Very Stylish and feature loaded BackpackPremium  FabricMade of high-quality Polyester fabric, water-resistant, tear and wear-resistant, reinforced straps, neat stitches, durable buckle, smooth zippers. All together ensure long-term use. This is the backpack you can take with you for years and longer.Air Flow Back Panel  & Ergonomic designErgonomic design fits back structure, protecting your back while you are carrying a heavy load. Widened and adjustable straps help release burdens on the shoulder. Breathable mesh padding gives you a comfortable .Max Volume Capacity3 spacious Compartments for books and clothes , laptop Padded section Upto 16 inch, Internal Pocket, Internal Zipper and mesh organizer pocket, 2 sides Bottle / umbrella pocket. Capacity : 33 litersMade From High Quality FabricDurable fabriclite weightInner LiningBright ColorHeavy Duty Zip PullersStrongly BuiltPremium quality ProductBuy  for higher quality products. Made from High Quality fabric.Made In IndiaThis Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests"
325,Gear Campus1 22L Medium Water Resistant School Bag/ College Bag/ Backpack For Men/Women (Black- Royal Blue),₹595,4.3,"4,026",B00Z9427SK,https://www.amazon.in/Gear-Black-Casual-Backpack-BKPCMPUS10110/dp/B00Z9427SK/ref=sr_1_241?crid=2M096C61O4MLT&keywords=bags&qid=1697891926&sprefix=ba%2Caps%2C283&sr=8-241,Gear Merchandise PVT LTD,Every child is a star and is born to shine. This cute montessori bag from Star Gear celebrates this spirit and reflects the joy and warmth of taking the first steps to school.
326,F Gear Explory 54 Liter Travel Duffle Bag (Black Green),₹592,4.2,315,B01D8EDS6W,https://www.amazon.in/F-Gear-Explory-Duffle-Black-Green/dp/B01D8EDS6W/ref=sr_1_242?crid=2M096C61O4MLT&keywords=bags&qid=1697891926&sprefix=ba%2Caps%2C283&sr=8-242,F Gear,"A huge Huge bag ideal for keeping Badminton, tennis rackets/cricket bats, skate board/wave board etc. Yes here end your search for a stylish, durable, lightweight, water resistant bag which can carry all your sports equipment in it. With a pocket in the front for smaller accessories like keys, mobiles it completes the picture. It is multi functional and can be used for travel, gym, day trips etc. So what are you waiting for."
327,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook",₹349,4.0,177,B0C2D4KWQ6,https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4KWQ6/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1697891926&sprefix=ba%2Caps%2C283&sr=8-243,‎Tabelito Trade India,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders."
328,VIULVUK Professional Large Makeup Kit Organizer for Girls | Waterproof Cosmetic Bags with Big Compartment | Wash Bag & Travel Toiletry Pouch for Women's Skincare Accessories Storage (Grey Flamingo),₹199,3.7,18,B0C7VJ1LFG,https://www.amazon.in/Professional-Organizer-Waterproof-Compartment-Accessories/dp/B0C7VJ1LFG/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1697891926&sprefix=ba%2Caps%2C283&sr=8-244,‎Viulvuk,"This large capacity makeup organiser bag allows you to organise your cosmetics and other accesories. Keep your makeup essentials organised and clutter-free. It doesn't take up too much space in your backpack or carry-on luggage but can store a lot of items. the bag will keep your toiletry accessories safe, it's easy to access them, quicker and more convenient. It comes with smooth and reliable zippers, no need to worry any ripping or break during trips. This big compartment makeup organiser can hold different types of products and even stationery items. It can store your makeup brushes, lipsticks, nail polish, perfume bottles, skin care products, jewellery, eyeliner and more. This multi-purpose cosmetic stand perfectly fits anywhere be it your bathroom counter, dressing table, vanity, bedroom, countertop etc"
329,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions",₹989,5.0,1,B0CFFLYSVS,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTMzOTEzOTU5ODE3NjU4OjE2OTc4OTE5MjY6c3BfYnRmOjMwMDA2MzU1NTc0MjQzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Navyblue%2Fdp%2FB0CFFLYSVS%2Fref%3Dsr_1_245_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891926%26sprefix%3Dba%252Caps%252C283%26sr%3D8-245-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 40-liter capacity, measured at 55 cm x 33 cm x 23 cm, makes it a perfect fit for a trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and both side water bottle pockets for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organisation, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customise the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
330,Aristocrat Hi Space 40L Unisex Wine Laptop Bags,₹952,4.1,22,B0B5YGJQSV,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTMzOTEzOTU5ODE3NjU4OjE2OTc4OTE5MjY6c3BfYnRmOjMwMDAwODAyMDU4OTczMjo6MDo6&url=%2FAristocrat-Space-Unisex-Wine-Laptop%2Fdp%2FB0B5YGJQSV%2Fref%3Dsr_1_246_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891926%26sprefix%3Dba%252Caps%252C283%26sr%3D8-246-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, affordable and spacious compartmentS. Super spacious - 40 litre space 3 Spacious Compartments Quick access front pocket Organizer Premium and Durable Fabric Rain Cover Coin Pocket Padded Grab Handle"
331,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",₹499,3.9,"17,634",B085MHDJ93,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTA5MjIwNjk1NDcxNjU4OjE2OTc4OTE5OTQ6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891994%26sprefix%3Dba%252Caps%252C283%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Amazing Bags,"Half Moon Backpack - A Quality of BackpacksWe(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature.FeaturesDURABLE MATERIAL:Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women.COMFY & STURDY:Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.INNER MATERIAL:The material used in the inner compartments is thin yet strong and durable so, be assured of its quality. Thin material is used inside to make it lightweight & comfortable in carrying and to protect it from wear & tear.LOTS OF STORAGE SPACE & POCKETS:One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.OTHER FEATURES:Rain cover, Reflector logo, Two water bottle/umbrella pockets, Secret-pocket at bottom for Rain cover and other stuffs, High-Quality zippers, Bartacks on pressure points for extra strength, Ergonomic design, etc.Casual Stylish BackpackThis trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.Backpack for Every NeedsThis MADE IN INDIA Product features 3 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Laptop Compartment, Top padded Handle for comfort. Its ergonomics comfortable design makes you forget the load you are carrying,Spacious compartmentsThis casual backpack comes with three spacious zippered compartments which can accommodate your notebooks and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day.Comfort & QualityThis casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.Rain / Dust CoverThis backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.Proudly Made in IndiaHalf Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.Shipped Directly from FactoryHalf Moon offers high-quality bags at the lowest prices. We offer bags directly from factory to the customer to provide the bag at lowest prices possible.Half Moon 35L Casual Waterproof Laptop Office School Backpack with Rain CoverHalf Moon Large 37L Laptop College School Bag Backpack for Men & WomenHalf Moon 35 L 15.6 inch Waterproof Laptop Office School Bag Backpack Rain CoverHalf Moon 35 L Waterproof Laptop Office School Bag Backpack with Rain CoverHalf Moon Water resistant Travelling Laptop Rucksack BackpackSize & Dimensions48 x 35 x 21 cm22 x 30 x 50 cm48 x 35 x 21 cm48 x 35 x 21 cm49 x 36 x 22 cmColorNavy BlueAvailable in Navy/Black/Sky BlueBlackNavy & OrangeBlackCapacity35 Litres37 Litres35 Litres35 Litres35 LitresBar-tacks✓✓✓✓✓Rain Cover✓✓✓✓✓Country of OriginIndiaIndiaIndiaIndiaIndia"
332,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook",₹349,4.0,177,B0C2D3YR7T,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTA5MjIwNjk1NDcxNjU4OjE2OTc4OTE5OTQ6c3BfYXRmX25leHQ6MzAwMDQ3MDU2MjIxODMyOjowOjo&url=%2FTabelito-NEXA-Backpack-Business-Compartment%2Fdp%2FB0C2D3YR7T%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891994%26sprefix%3Dba%252Caps%252C283%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,‎Tabelito Trade India,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders."
333,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (ALL) (Grey & A. Blue 212),"₹1,199",4.2,"8,218",B07MJZGXBP,https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B07MJZGXBP/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-243,"‎Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055","HEROZ Hammer Unisex Nylon 45 L Travel Laptop BackpackThis grey and blue unisex backpack by Heroz is ergonomically designed for all ages, genders and purposes. Made of PU polyester material, this bag is ideal for use as a college bag, casual backpack, laptop bag or a work bag.SpecificationsHas a carrying capacity of 45 litres, and dimensions of 53 x 33 x 29 centimeters. Weighing at 989 gms, the bag is made out of durable PU coated polyester fabric and double dotted waterproof polyester for protection of all manner.Style and SubstanceThe blue color with grey undertones gives a neutral look and an advantage over excess dust collection. 2 main and an extra compartment provides ample storage space for accessories, electronics, notebooks and stationery. Also comes with bottle mesh pockets on either sides.Comfort FirstThe padded base, back and shoulder straps provide comfort and support for carrying heavy items for a long duration."
334,ADISA SL5022 women girls party sling bag,₹328,4.1,"3,110",B07W6XDQ5K,https://www.amazon.in/ADISA-SL5022-white-women-girls/dp/B07W6XDQ5K/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-244,ADISA,"Magnetic-closure sling bag with padded V-shaped stitching on the flap outlined with a gold metal fitting. The sling belt is a combination of PU and gold chain. Inside, it has 2 compartments divided with a zipper pocket. The features of this product is given in the bullet points. A classy and stylish sling perfect for parties and clubbing, or for casual daily use."
335,Gear Campus1 22L Medium Water Resistant School Bag/ College Bag/ Backpack For Men/Women (Black- Royal Blue),₹595,4.3,"4,026",B00Z9427SK,https://www.amazon.in/Gear-Black-Casual-Backpack-BKPCMPUS10110/dp/B00Z9427SK/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-245,Gear Merchandise PVT LTD,Every child is a star and is born to shine. This cute montessori bag from Star Gear celebrates this spirit and reflects the joy and warmth of taking the first steps to school.
336,"Frantic Velvet Pocket Kids Soft Cartoon Animal Travelling School Bag Soft Plush Backpacks Boys Girls Baby for 2 to 5 Years Baby/Boys/Girls Nursery, Preschool, Picnic",₹289,3.8,"3,048",B09MTWTDMT,https://www.amazon.in/Frantic-Kids-Backpack-Bag-Preschool/dp/B09MTWTDMT/ref=sr_1_246?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-246,Frantic,"This Attractive School bag is tailored keeping in mind kid’s hectic school work load. It is so spacious, trendy and attractive that your school going children will love to carry. It is not only superior in quality and finish but also very durable and sturdy!- DescriptionThis is a perfect school bag for your school going kids, it keeps all the school stuff safe. This bag is made of durable materials for long lasting. It has 2 compartments. This Bag is Suitable for Age Group 1-5 Years going to Play School or Nursery. Whether Your Toddler or Kid Is Heading Off To School Or Going On Their First Big Adventure, Your Little One Will Love Carrying Their Very Own Backpack.- Perfect For:Preschool, Daycare, Hiking And Day Trips. A Perfect Backpack For Toddlers Headed To Preschool or Daycare.- Features:Include Roomy Main Zipper Pocket, Handle, Adjustable Shoulder Straps.- Specification:Material: VelvetSuit for: 1-5 years old childrenCompartments: 2- Gift idea:This backpack is very beautiful and perfectly designed for your child.For Your Baby, it's the perfect gift for cuteness, softness and high quality."
337,"Wolpin Foldable Shopping Bag for Grocery - Folds to Pocket Size, Tote Grocery Shoulder Handbag Travel Bag for Men and Women (40 x 40 cm)",₹229,3.9,296,B0B21SYHMB,https://www.amazon.in/Wolpin-Foldable-Shopping-Bag-Grocery/dp/B0B21SYHMB/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-247,Not Mentioned.,"FOLDABLE BAGS FOR SHOPPING: Wolpin grocery bags fold easily and quickly into a small mini pouch which makes it easy to carry them in a purse, bag or pocket. Our shopping bags are great to use as daily shopping bags for grocery, shoulder bag or reusable shopping bags."
338,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook",₹349,4.0,177,B0C2D4KWQ6,https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4KWQ6/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-248,‎Tabelito Trade India,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders."
339,VIULVUK Professional Large Makeup Kit Organizer for Girls | Waterproof Cosmetic Bags with Big Compartment | Wash Bag & Travel Toiletry Pouch for Women's Skincare Accessories Storage (Grey Flamingo),₹199,3.7,18,B0C7VJ1LFG,https://www.amazon.in/Professional-Organizer-Waterproof-Compartment-Accessories/dp/B0C7VJ1LFG/ref=sr_1_249?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-249,‎Viulvuk,"This large capacity makeup organiser bag allows you to organise your cosmetics and other accesories. Keep your makeup essentials organised and clutter-free. It doesn't take up too much space in your backpack or carry-on luggage but can store a lot of items. the bag will keep your toiletry accessories safe, it's easy to access them, quicker and more convenient. It comes with smooth and reliable zippers, no need to worry any ripping or break during trips. This big compartment makeup organiser can hold different types of products and even stationery items. It can store your makeup brushes, lipsticks, nail polish, perfume bottles, skin care products, jewellery, eyeliner and more. This multi-purpose cosmetic stand perfectly fits anywhere be it your bathroom counter, dressing table, vanity, bedroom, countertop etc"
340,Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,₹399,3.8,24,B0CJHWBFDF,https://www.amazon.in/Impulse-Diggy-Backpack-Resistant-Grey/dp/B0CJHWBFDF/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1697891994&sprefix=ba%2Caps%2C283&sr=8-250,Not Mentioned,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs"
341,"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Olive 35L, Unisex Bag",₹999,4.5,25,B0C9H8W6K6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTA5MjIwNjk1NDcxNjU4OjE2OTc4OTE5OTQ6c3BfbXRmOjMwMDAxNDkzMTQ4NDczMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9H8W6K6%2Fref%3Dsr_1_251_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891994%26sprefix%3Dba%252Caps%252C283%26sr%3D8-251-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,STRABO BAGS AND ACCESSORIES LLP,Curated specially for Bag with High Functionality. Premium Design crafted with Trendy Look
